name;%
586;85.71428571
586;78.57142857
586;88.57142857
586;94.28571429
586;88.57142857
528;84.28571429
528;62.85714286
528;94.28571429
528;82.85714286
528;77.14285714
527;97.14285714
527;95.71428571
527;98.57142857
527;95.71428571
527;97.14285714
526;78.57142857
526;95.71428571
526;85.71428571
526;92.85714286
526;95.71428571
525;71.42857143
525;71.42857143
525;87.14285714
525;95.71428571
525;84.28571429
588;25.71428571
588;32.85714286
588;31.42857143
588;22.85714286
588;40
587;30
